City,Area,Avg_Price_per_sqft,Avg_Rent,Safety_Score,Pollution_Index,Hospital_Distance_km,School_Distance_km,Metro_Distance_km,Grocery_Distance_km,Internet_Speed_Mbps,Power_Backup,Water_Availability_Score,Lifestyle_Score,Green_Space_Score,Pollution_Index_Adjusted,Safety_Score_Adjusted,Price_Score,Pollution_Score,Hospital_Score,School_Score,Metro_Score,Grocery_Score,Location_Score
Chennai,Sholinganallur,10282,22613,5.7,127,1.91,3.41,1.54,0.56,110,1,7.3,7.6,6.6,132,6.0,11718,118,3.09,1.5899999999999999,3.46,4.4399999999999995,2370.062
Chennai,Adyar,10276,60985,8.8,142,3.26,3.26,2.65,0.32,63,1,7.6,9.4,6.4,147,9.100000000000001,11724,103,1.7400000000000002,1.7400000000000002,2.35,4.68,2369.9515
Chennai,Sholinganallur,10235,27890,6.8,199,2.45,1.74,2.04,1.12,116,1,8.9,8.4,8.2,204,7.1,11765,46,2.55,3.26,2.96,3.88,2369.9475
Chennai,Velachery,10296,63814,6.4,118,2.25,2.77,1.74,0.74,112,1,7.8,8.5,9.0,123,6.7,11704,127,2.75,2.23,3.26,4.26,2369.725
Pune,Baner,10249,58905,7.4,172,2.33,1.7,0.84,0.86,72,1,6.9,7.1,9.1,187,8.0,11751,63,2.67,3.3,4.16,4.14,2369.5655
Pune,Nigdi,10323,46075,6.2,68,3.1,1.37,1.61,0.73,86,1,6.5,6.1,8.9,83,6.8,11677,167,1.9,3.63,3.3899999999999997,4.27,2369.5035000000003
Pune,Hinjewadi,10221,27634,7.6,213,1.61,2.39,0.67,0.55,119,1,6.7,8.3,8.6,228,8.2,11779,22,3.3899999999999997,2.61,4.33,4.45,2369.2670000000003
Delhi NCR,South Delhi,10309,57966,9.3,86,2.84,1.17,2.44,0.78,109,1,7.2,7.7,6.1,106,8.9,11691,144,2.16,3.83,2.56,4.22,2369.1905
Chennai,Perungudi,10343,26620,9.1,62,3.25,1.83,1.61,0.32,109,1,8.5,8.2,6.7,67,9.4,11657,183,1.75,3.17,3.3899999999999997,4.68,2368.9985
Chennai,Porur,10324,27691,8.8,87,1.49,2.68,0.7,1.2,108,1,6.6,7.7,8.5,92,9.100000000000001,11676,158,3.51,2.32,4.3,3.8,2368.9645
Mumbai,Powai,10300,64673,7.7,122,3.46,2.39,2.65,0.29,84,1,9.4,8.5,9.4,127,7.9,11700,123,1.54,2.61,2.35,4.71,2368.9315
Chennai,OMR,10280,21133,8.7,147,2.32,2.2,2.83,0.53,118,1,7.7,8.5,7.8,152,9.0,11720,98,2.68,2.8,2.17,4.47,2368.768
Delhi NCR,Saket,10324,27361,8.3,64,2.64,2.59,1.86,0.86,112,1,6.4,6.5,6.5,84,7.9,11676,166,2.36,2.41,3.1399999999999997,4.14,2368.7325
Bengaluru,Yelahanka,10317,42994,6.4,96,1.08,1.88,0.82,0.27,76,1,7.5,7.5,9.4,104,6.9,11683,146,3.92,3.12,4.18,4.73,2368.7174999999997
Mumbai,Navi Mumbai Vashi,10304,21576,5.6,113,1.14,1.05,1.89,0.75,83,1,7.4,6.5,9.4,118,5.8,11696,132,3.8600000000000003,3.95,3.1100000000000003,4.25,2368.5505000000003
Pune,Hadapsar,10338,31419,8.9,65,2.56,1.64,2.96,0.25,107,1,8.9,8.6,7.7,80,9.5,11662,170,2.44,3.3600000000000003,2.04,4.75,2368.4635000000003
Bengaluru,Marathahalli,10308,42809,7.0,100,2.94,2.77,2.31,0.55,103,1,6.1,6.5,7.5,108,7.5,11692,142,2.06,2.23,2.69,4.45,2368.3145000000004
Delhi NCR,Dwarka Sec 12,10222,23243,6.8,209,1.75,2.57,2.35,0.3,70,1,7.2,8.8,7.5,229,6.3999999999999995,11778,21,3.25,2.43,2.65,4.7,2368.1794999999997
Delhi NCR,Noida Sec 18,10302,34913,8.9,113,1.07,3.11,0.62,0.34,84,1,8.5,9.1,9.1,133,8.5,11698,117,3.9299999999999997,1.8900000000000001,4.38,4.66,2368.179
Mumbai,Andheri East,10322,58312,5.7,85,3.37,2.75,2.07,0.81,84,1,6.3,7.9,5.9,90,5.9,11678,160,1.63,2.25,2.93,4.1899999999999995,2367.75
Pune,Wakad,10245,45083,7.3,191,2.01,3.24,1.54,0.64,111,1,6.4,9.1,9.3,206,7.8999999999999995,11755,44,2.99,1.7599999999999998,3.46,4.36,2367.6604999999995
Hyderabad,Secunderabad,10300,44167,7.6,120,3.29,3.17,0.34,0.44,64,1,6.9,7.7,8.5,130,7.699999999999999,11700,120,1.71,1.83,4.66,4.56,2367.6140000000005
Chennai,Velachery,10238,64319,6.5,204,3.33,3.14,2.59,0.24,110,1,6.4,8.7,7.8,209,6.8,11762,41,1.67,1.8599999999999999,2.41,4.76,2367.58
Delhi NCR,Dwarka Sec 12,10223,32890,8.5,213,2.28,1.01,1.31,0.31,60,1,7.0,6.0,6.9,233,8.1,11777,17,2.72,3.99,3.69,4.69,2367.2135
Hyderabad,Manikonda,10270,47993,7.3,159,1.76,2.01,2.95,1.1,109,1,7.2,6.3,7.7,169,7.3999999999999995,11730,81,3.24,2.99,2.05,3.9,2367.1270000000004
Bengaluru,HSR Layout,10317,29574,6.5,102,1.05,1.03,2.33,0.82,60,1,7.4,8.9,5.7,110,7.0,11683,140,3.95,3.9699999999999998,2.67,4.18,2367.0654999999997
Chennai,OMR,10347,26898,8.9,66,3.07,1.7,1.22,0.44,89,1,7.3,7.2,5.8,71,9.200000000000001,11653,179,1.9300000000000002,3.3,3.7800000000000002,4.56,2366.8605
Bengaluru,BTM Layout,10342,57532,8.1,75,3.1,1.13,1.74,0.6,95,1,8.4,8.9,6.8,83,8.6,11658,167,1.9,3.87,3.26,4.4,2366.8395
Hyderabad,Miyapur,10264,32653,8.1,176,2.53,2.25,2.53,1.17,66,1,8.2,8.6,6.9,186,8.2,11736,64,2.47,2.75,2.47,3.83,2366.5030000000006
Hyderabad,Kukatpally,10311,35002,8.9,115,2.38,2.74,2.37,0.23,91,1,7.0,7.6,8.5,125,9.0,11689,125,2.62,2.26,2.63,4.77,2366.4170000000004
Hyderabad,Secunderabad,10313,19456,8.3,114,1.41,2.02,0.34,0.82,60,1,8.6,7.8,6.4,124,8.4,11687,126,3.59,2.98,4.66,4.18,2366.4114999999997
Mumbai,Borivali West,10255,49222,9.0,202,1.93,2.08,1.7,1.11,61,1,9.1,8.6,8.8,207,9.2,11745,43,3.0700000000000003,2.92,3.3,3.8899999999999997,2366.352
Hyderabad,Begumpet,10250,22403,6.3,194,2.11,3.11,2.09,0.88,69,1,8.1,9.1,7.1,204,6.3999999999999995,11750,46,2.89,1.8900000000000001,2.91,4.12,2366.3464999999997
Mumbai,Andheri West,10248,40566,8.2,212,2.46,2.05,0.94,0.26,118,1,8.0,9.3,8.7,217,8.399999999999999,11752,33,2.54,2.95,4.0600000000000005,4.74,2366.0935000000004
Delhi NCR,Gurgaon DLF Phase 3,10334,51490,8.5,82,1.37,1.52,0.37,0.86,93,1,7.7,8.5,7.2,102,8.1,11666,148,3.63,3.48,4.63,4.14,2365.657
Delhi NCR,Faridabad,10335,35749,9.0,75,3.33,3.14,0.81,0.95,80,1,6.3,7.2,8.2,95,8.6,11665,155,1.67,1.8599999999999999,4.1899999999999995,4.05,2365.5905000000002
Hyderabad,Jubilee Hills,10283,45655,8.6,153,1.67,2.05,2.06,0.59,105,1,6.4,7.2,6.0,163,8.7,11717,87,3.33,2.95,2.94,4.41,2365.5695
Delhi NCR,Greater Noida,10290,32312,6.8,135,1.28,2.22,0.41,0.54,87,1,6.4,8.4,5.8,155,6.3999999999999995,11710,95,3.7199999999999998,2.78,4.59,4.46,2365.3325
Pune,Baner,10311,60057,6.1,118,1.23,1.67,0.43,0.27,61,1,8.7,6.6,7.0,133,6.699999999999999,11689,117,3.77,3.33,4.57,4.73,2365.06
Hyderabad,Miyapur,10322,52773,6.7,110,1.19,2.89,2.04,0.62,82,1,7.3,8.4,9.0,120,6.8,11678,130,3.81,2.11,2.96,4.38,2364.964
Hyderabad,Manikonda,10251,46770,7.8,207,2.59,1.09,1.81,0.36,89,1,9.3,6.2,8.1,217,7.8999999999999995,11749,33,2.41,3.91,3.19,4.64,2364.7475000000004
Delhi NCR,Dwarka Sec 12,10340,37695,6.2,70,1.79,2.95,1.31,0.31,107,1,6.4,6.2,8.3,90,5.8,11660,160,3.21,2.05,3.69,4.69,2364.7209999999995
Delhi NCR,Faridabad,10240,37153,7.0,203,3.01,1.78,2.31,0.66,106,1,6.5,7.7,6.0,223,6.6,11760,27,1.9900000000000002,3.2199999999999998,2.69,4.34,2364.586
Bengaluru,Electronic City,10278,58413,7.2,175,1.07,1.83,2.28,1.0,94,1,6.0,8.1,8.6,183,7.7,11722,67,3.9299999999999997,3.17,2.72,4.0,2364.123
Delhi NCR,Ghaziabad,10340,30606,8.9,80,3.12,3.38,1.83,0.37,116,1,8.6,6.2,8.4,100,8.5,11660,150,1.88,1.62,3.17,4.63,2364.1200000000003
Hyderabad,HITEC City,10311,24044,8.3,136,1.67,3.19,0.7,0.62,62,1,8.4,8.3,9.1,146,8.4,11689,104,3.33,1.81,4.3,4.38,2364.0229999999997
Bengaluru,Yelahanka,10321,27913,8.8,115,1.12,2.52,2.07,0.93,80,1,6.5,6.7,6.1,123,9.3,11679,127,3.88,2.48,2.93,4.07,2364.004
Chennai,Tambaram,10333,51308,7.5,110,3.1,1.46,1.44,0.83,99,1,7.7,9.2,8.5,115,7.8,11667,135,1.9,3.54,3.56,4.17,2363.9255
Pune,Pimple Saudagar,10326,28558,6.3,110,2.44,1.51,0.83,0.86,104,1,7.9,9.2,8.5,125,6.8999999999999995,11674,125,2.56,3.49,4.17,4.14,2363.829
Mumbai,Bandra East,10357,23447,7.2,72,3.37,3.42,1.03,0.4,111,1,6.4,7.1,8.8,77,7.4,11643,173,1.63,1.58,3.9699999999999998,4.6,2363.7419999999997
Pune,Viman Nagar,10301,23123,9.2,147,2.35,2.52,1.25,0.62,85,1,7.0,8.0,9.3,162,9.799999999999999,11699,88,2.65,2.48,3.75,4.38,2363.514
Pune,Kothrud,10292,36308,8.0,160,1.5,2.52,2.0,0.94,112,1,7.5,9.5,9.0,175,8.6,11708,75,3.5,2.48,3.0,4.0600000000000005,2363.456
Mumbai,Thane West,10320,19018,7.0,120,2.98,2.78,2.76,1.11,94,1,6.8,7.6,6.7,125,7.2,11680,125,2.02,2.22,2.24,3.8899999999999997,2363.3805
Pune,Baner,10275,41756,7.2,178,1.46,2.34,0.67,0.38,119,1,6.5,7.4,7.2,193,7.8,11725,57,3.54,2.66,4.33,4.62,2363.0475
Bengaluru,Hebbal,10291,49736,6.1,164,2.05,3.28,2.98,0.31,73,1,9.3,9.4,5.9,172,6.6,11709,78,2.95,1.7200000000000002,2.02,4.69,2363.007
Chennai,Tambaram,10270,28644,5.6,191,2.09,2.42,1.4,0.24,105,1,6.6,6.0,8.8,196,5.8999999999999995,11730,54,2.91,2.58,3.6,4.76,2363.0024999999996
Bengaluru,Marathahalli,10276,34276,6.4,181,2.71,1.11,1.76,0.83,81,1,7.0,6.0,6.6,189,6.9,11724,61,2.29,3.8899999999999997,3.24,4.17,2362.6135000000004
Delhi NCR,Noida Sec 18,10304,45267,7.3,138,2.75,2.75,2.01,0.92,66,1,9.0,8.7,6.8,158,6.8999999999999995,11696,92,2.25,2.25,2.99,4.08,2362.5855
Delhi NCR,Saket,10344,38424,5.7,83,2.22,1.76,2.81,0.63,92,1,9.2,8.9,6.2,103,5.3,11656,147,2.78,3.24,2.19,4.37,2362.5370000000003
Mumbai,Andheri East,10333,27894,8.4,113,2.13,3.14,2.85,0.54,116,1,7.4,7.4,6.0,118,8.6,11667,132,2.87,1.8599999999999999,2.15,4.46,2362.2509999999997
Mumbai,Navi Mumbai Vashi,10310,32022,7.9,145,1.53,3.41,1.36,0.45,106,1,8.1,6.6,6.1,150,8.1,11690,100,3.4699999999999998,1.5899999999999999,3.6399999999999997,4.55,2362.2125
Hyderabad,Kondapur,10311,21688,8.3,146,1.13,2.51,0.45,1.19,64,1,6.5,7.8,9.1,156,8.4,11689,94,3.87,2.49,4.55,3.81,2362.058
Mumbai,Bandra East,10273,54654,7.5,200,2.26,2.56,1.32,0.47,89,1,7.9,6.4,9.0,205,7.7,11727,45,2.74,2.44,3.6799999999999997,4.53,2361.9085
Hyderabad,Jubilee Hills,10341,57240,7.0,97,2.99,3.3,0.46,0.6,74,1,7.0,6.4,5.8,107,7.1,11659,143,2.01,1.7000000000000002,4.54,4.4,2361.7225000000003
Chennai,Velachery,10339,62445,6.7,112,2.36,2.12,2.78,0.21,108,1,8.8,8.5,6.4,117,7.0,11661,133,2.64,2.88,2.22,4.79,2361.7045000000003
Pune,Baner,10273,33941,7.7,192,2.99,2.88,0.51,1.15,67,1,8.3,7.6,7.5,207,8.3,11727,43,2.01,2.12,4.49,3.85,2361.6455
Delhi NCR,Saket,10308,30809,8.4,135,1.96,2.79,1.83,1.0,60,1,6.2,7.0,6.9,155,8.0,11692,95,3.04,2.21,3.17,4.0,2361.538
Chennai,Porur,10324,56251,6.1,133,1.29,3.33,0.82,0.68,86,1,6.2,7.4,9.1,138,6.3999999999999995,11676,112,3.71,1.67,4.18,4.32,2361.3570000000004
Chennai,OMR,10302,58831,6.3,170,1.17,1.0,1.87,0.98,102,1,9.2,8.1,8.9,175,6.6,11698,75,3.83,4.0,3.13,4.02,2361.297
Pune,Kothrud,10295,35705,9.4,166,3.0,1.7,2.22,0.39,110,1,7.0,7.2,7.8,181,10.0,11705,69,2.0,3.3,2.78,4.61,2361.2535
Mumbai,Bandra East,10266,27171,8.1,218,2.41,2.72,2.72,0.2,68,1,9.2,9.3,7.4,223,8.299999999999999,11734,27,2.59,2.28,2.28,4.8,2361.1925
Bengaluru,Hebbal,10362,45557,8.1,90,2.49,1.28,0.85,1.02,89,1,7.7,9.3,8.9,98,8.6,11638,152,2.51,3.7199999999999998,4.15,3.98,2361.1789999999996
Chennai,Anna Nagar,10320,21803,8.2,139,2.24,1.23,2.76,0.59,113,1,6.8,6.0,7.6,144,8.5,11680,106,2.76,3.77,2.24,4.41,2361.102
Chennai,Guindy,10288,21289,7.8,189,3.18,1.52,2.75,0.62,112,1,8.7,8.2,7.8,194,8.1,11712,56,1.8199999999999998,3.48,2.25,4.38,2360.7895000000003
Chennai,Perungudi,10274,57746,6.3,201,2.97,3.38,1.15,0.6,77,1,7.7,6.3,7.9,206,6.6,11726,44,2.03,1.62,3.85,4.4,2360.71
Delhi NCR,Ghaziabad,10277,21895,7.9,185,1.28,1.04,2.2,0.79,97,1,7.7,6.2,6.7,205,7.5,11723,45,3.7199999999999998,3.96,2.8,4.21,2360.5785
Hyderabad,Banjara Hills,10346,38816,6.4,101,2.88,1.87,2.78,0.3,85,1,8.4,6.4,6.2,111,6.5,11654,139,2.12,3.13,2.22,4.7,2360.3505
Hyderabad,Jubilee Hills,10337,26207,9.2,121,2.03,1.04,2.61,0.46,91,1,7.3,7.1,5.9,131,9.299999999999999,11663,119,2.97,3.96,2.39,4.54,2359.929
Hyderabad,HITEC City,10308,62398,5.8,160,2.55,2.52,2.59,0.74,104,1,8.0,8.7,8.4,170,5.8999999999999995,11692,80,2.45,2.48,2.41,4.26,2359.89
Chennai,Perungudi,10325,22553,8.5,141,2.68,2.63,2.86,0.77,75,1,6.5,8.3,6.8,146,8.8,11675,104,2.32,2.37,2.14,4.23,2359.8590000000004
Mumbai,Andheri East,10276,19001,6.4,201,3.27,2.21,1.78,1.04,63,1,7.6,6.0,6.5,206,6.6000000000000005,11724,44,1.73,2.79,3.2199999999999998,3.96,2359.8300000000004
Mumbai,Bandra East,10359,57099,7.7,100,1.74,1.41,0.34,0.62,60,1,6.7,6.0,8.8,105,7.9,11641,145,3.26,3.59,4.66,4.38,2359.6835
Mumbai,Navi Mumbai Vashi,10321,35982,7.2,158,1.22,2.7,1.58,0.31,89,1,8.7,9.0,8.9,163,7.4,11679,87,3.7800000000000002,2.3,3.42,4.69,2359.4785
Chennai,T Nagar,10328,21977,8.0,141,1.83,1.78,0.59,0.56,73,1,7.5,6.7,6.1,146,8.3,11672,104,3.17,3.2199999999999998,4.41,4.4399999999999995,2359.436
Mumbai,Malad West,10365,53057,6.8,92,3.24,1.06,1.24,0.92,90,1,6.1,8.8,7.6,97,7.0,11635,153,1.7599999999999998,3.94,3.76,4.08,2359.3559999999998
Chennai,T Nagar,10382,38558,6.3,72,2.05,2.87,2.61,0.28,95,1,7.3,9.1,8.8,77,6.6,11618,173,2.95,2.13,2.39,4.72,2359.3285
Bengaluru,Yelahanka,10339,26869,9.2,129,2.66,3.19,1.74,0.61,62,1,7.8,9.3,6.6,137,9.7,11661,113,2.34,1.81,3.26,4.39,2359.2700000000004
Bengaluru,Yelahanka,10376,59930,5.7,72,2.33,2.62,1.7,0.68,93,1,7.2,8.3,6.3,80,6.2,11624,170,2.67,2.38,3.3,4.32,2359.2005000000004
Pune,Baner,10308,34699,7.3,157,3.48,1.53,1.05,0.23,69,1,7.7,6.0,6.2,172,7.8999999999999995,11692,78,1.52,3.4699999999999998,3.95,4.77,2359.1065000000003
Chennai,Adyar,10378,25378,9.5,81,3.23,2.07,0.58,0.97,81,1,8.7,8.2,5.8,86,9.8,11622,164,1.77,2.93,4.42,4.03,2359.0975000000003
Hyderabad,Gachibowli,10381,27486,6.1,72,1.1,3.37,2.36,0.92,84,1,9.3,7.3,9.3,82,6.199999999999999,11619,168,3.9,1.63,2.64,4.08,2358.8625
Chennai,Adyar,10343,55997,7.5,127,1.22,2.64,2.63,0.6,102,1,8.2,9.2,6.1,132,7.8,11657,118,3.7800000000000002,2.36,2.37,4.4,2358.8615
Pune,Aundh,10299,33740,6.3,171,3.08,1.51,2.63,0.48,103,1,7.4,7.2,6.8,186,6.8999999999999995,11701,64,1.92,3.49,2.37,4.52,2358.72
Pune,Kharadi,10376,35600,8.1,77,1.32,2.27,2.94,0.32,118,1,6.6,9.3,7.7,92,8.7,11624,158,3.6799999999999997,2.73,2.06,4.68,2358.5475
Mumbai,Andheri East,10381,48994,7.4,79,3.07,2.7,2.46,1.11,69,1,8.8,8.5,7.8,84,7.6000000000000005,11619,166,1.9300000000000002,2.3,2.54,3.8899999999999997,2358.4740000000006
Chennai,Sholinganallur,10375,25308,7.1,88,1.16,3.44,0.74,0.37,89,1,6.2,7.4,9.2,93,7.3999999999999995,11625,157,3.84,1.56,4.26,4.63,2358.2435
Chennai,Sholinganallur,10293,26995,7.1,203,3.17,1.11,0.33,0.45,100,1,8.8,9.5,7.5,208,7.3999999999999995,11707,42,1.83,3.8899999999999997,4.67,4.55,2358.241
Bengaluru,Rajajinagar,10362,62007,9.4,111,1.64,1.02,2.74,0.85,104,1,9.4,6.4,9.4,119,9.9,11638,131,3.3600000000000003,3.98,2.26,4.15,2358.0875
Pune,Hadapsar,10283,39863,9.3,209,1.37,2.17,1.55,1.03,62,1,9.0,8.7,7.2,224,9.9,11717,26,3.63,2.83,3.45,3.9699999999999998,2358.082
Bengaluru,Marathahalli,10327,45533,6.3,151,1.37,3.44,0.33,0.55,93,1,6.7,9.2,7.9,159,6.8,11673,91,3.63,1.56,4.67,4.45,2358.0464999999995
Hyderabad,Kondapur,10388,55612,7.8,65,3.31,1.61,2.78,0.22,72,1,8.8,6.7,6.4,75,7.8999999999999995,11612,175,1.69,3.3899999999999997,2.22,4.78,2357.912
Mumbai,Andheri East,10369,54224,9.0,101,3.1,1.41,2.32,0.27,73,1,8.6,8.9,5.9,106,9.2,11631,144,1.9,3.59,2.68,4.73,2357.885
Delhi NCR,Faridabad,10365,53722,9.3,90,1.32,2.17,0.96,0.61,108,1,7.6,6.7,6.2,110,8.9,11635,140,3.6799999999999997,2.83,4.04,4.39,2357.591
Delhi NCR,Saket,10331,49948,7.4,137,2.76,2.38,2.92,0.59,112,1,9.2,9.1,6.6,157,7.0,11669,93,2.24,2.62,2.08,4.41,2357.4275
Chennai,Guindy,10306,28994,8.5,190,1.73,1.63,1.53,1.12,68,1,8.6,7.5,8.1,195,8.8,11694,55,3.27,3.37,3.4699999999999998,3.88,2357.3985000000002
Delhi NCR,Noida Sec 62,10306,34296,6.3,169,2.27,2.87,0.32,1.09,117,1,8.5,8.0,7.2,189,5.8999999999999995,11694,61,2.73,2.13,4.68,3.91,2357.3675000000003
Pune,Kharadi,10324,35201,6.9,154,1.43,3.14,1.21,0.25,89,1,9.3,6.3,6.4,169,7.5,11676,81,3.5700000000000003,1.8599999999999999,3.79,4.75,2356.8205000000003
Bengaluru,BTM Layout,10286,46830,7.1,213,2.56,2.24,1.04,0.67,75,1,7.9,8.0,6.6,221,7.6,11714,29,2.44,2.76,3.96,4.33,2356.6985
Chennai,Anna Nagar,10292,57933,8.1,209,1.91,1.83,2.19,0.4,99,1,6.4,9.0,6.0,214,8.4,11708,36,3.09,3.17,2.81,4.6,2356.5004999999996
Mumbai,Navi Mumbai Vashi,10392,58936,9.3,81,2.78,1.21,2.26,0.64,112,1,7.1,6.5,9.4,86,9.5,11608,164,2.22,3.79,2.74,4.36,2356.2915
Delhi NCR,Greater Noida,10336,41747,8.4,140,2.17,1.83,1.69,1.0,88,1,6.7,9.4,7.6,160,8.0,11664,90,2.83,3.17,3.31,4.0,2356.2215000000006
Delhi NCR,Gurgaon DLF Phase 3,10371,34780,7.0,94,2.81,1.24,1.68,0.74,93,1,8.9,8.0,8.3,114,6.6,11629,136,2.19,3.76,3.3200000000000003,4.26,2356.1795000000006
Chennai,Anna Nagar,10296,63008,8.9,207,3.09,2.43,2.0,0.56,83,1,6.8,7.9,7.3,212,9.200000000000001,11704,38,1.9100000000000001,2.57,3.0,4.4399999999999995,2356.088
Hyderabad,Secunderabad,10385,54689,7.1,88,1.65,2.3,0.7,0.2,102,1,7.6,8.6,7.6,98,7.199999999999999,11615,152,3.35,2.7,4.3,4.8,2355.8224999999998
Pune,Hadapsar,10366,19797,8.4,115,2.48,2.29,2.98,0.69,70,1,9.4,9.5,8.7,130,9.0,11634,120,2.52,2.71,2.02,4.3100000000000005,2355.684
Bengaluru,BTM Layout,10292,35581,8.4,209,2.19,1.78,1.01,0.6,85,1,6.1,7.0,5.8,217,8.9,11708,33,2.81,3.2199999999999998,3.99,4.4,2355.663
Chennai,T Nagar,10359,44695,8.5,134,1.42,1.5,1.98,1.2,106,1,7.7,9.2,8.8,139,8.8,11641,111,3.58,3.5,3.02,3.8,2355.5600000000004
Chennai,Adyar,10320,33524,8.8,182,2.58,3.27,1.15,0.79,77,1,8.9,7.5,7.0,187,9.100000000000001,11680,63,2.42,1.73,3.85,4.21,2355.4064999999996
Hyderabad,HITEC City,10394,61406,6.9,74,2.1,1.07,2.39,1.05,97,1,7.1,7.4,7.4,84,7.0,11606,166,2.9,3.9299999999999997,2.61,3.95,2355.3335
Pune,Baner,10353,32778,9.5,135,2.36,2.81,1.64,0.78,80,1,8.6,8.6,8.6,150,10.0,11647,100,2.64,2.19,3.3600000000000003,4.22,2355.2115
Delhi NCR,Ghaziabad,10285,22574,7.0,215,1.14,1.74,1.61,0.22,66,1,9.0,8.1,6.9,235,6.6,11715,15,3.8600000000000003,3.26,3.3899999999999997,4.78,2355.1935000000003
Chennai,Anna Nagar,10365,25703,8.4,126,1.65,1.78,1.96,0.26,104,1,8.0,9.2,6.7,131,8.700000000000001,11635,119,3.35,3.2199999999999998,3.04,4.74,2355.1525
Bengaluru,HSR Layout,10296,21608,7.5,212,2.13,3.13,2.21,0.23,106,1,8.1,7.3,8.3,220,8.0,11704,30,2.87,1.87,2.79,4.77,2355.07
Bengaluru,Electronic City,10400,32147,5.8,70,1.07,3.08,2.64,0.31,111,1,6.0,7.3,9.1,78,6.3,11600,172,3.9299999999999997,1.92,2.36,4.69,2354.91
Chennai,Perungudi,10329,56159,5.5,171,1.87,3.43,1.74,0.67,87,1,6.9,9.0,8.6,176,5.8,11671,74,3.13,1.5699999999999998,3.26,4.33,2354.7185000000004
Delhi NCR,South Delhi,10359,41449,7.8,118,3.47,1.46,2.02,1.08,112,1,9.1,6.4,8.4,138,7.3999999999999995,11641,112,1.5299999999999998,3.54,2.98,3.92,2354.6205000000004
Hyderabad,Kondapur,10380,29065,8.1,107,1.85,1.69,0.84,0.35,87,1,8.4,6.9,8.8,117,8.2,11620,133,3.15,3.31,4.16,4.65,2354.3155
Hyderabad,Miyapur,10334,60146,6.9,166,1.34,1.85,0.51,0.57,82,1,8.0,7.1,7.6,176,7.0,11666,74,3.66,3.15,4.49,4.43,2354.0845000000004
Pune,Wakad,10382,35820,9.0,103,2.5,1.26,1.54,0.94,105,1,7.3,8.7,8.8,118,9.6,11618,132,2.5,3.74,3.46,4.0600000000000005,2354.0639999999994
Delhi NCR,Dwarka Sec 12,10348,38142,7.0,139,1.25,3.08,0.95,0.57,97,1,7.6,7.6,9.3,159,6.6,11652,91,3.75,1.92,4.05,4.43,2353.9475
Pune,Pimple Saudagar,10368,54248,7.3,113,1.24,2.68,0.74,0.34,84,1,6.0,7.4,6.3,128,7.8999999999999995,11632,122,3.76,2.32,4.26,4.66,2353.8500000000004
Bengaluru,JP Nagar,10328,59540,8.0,183,1.69,3.44,1.0,0.51,93,1,8.9,8.1,8.0,191,8.5,11672,59,3.31,1.56,4.0,4.49,2353.629
Bengaluru,Rajajinagar,10323,51355,9.4,186,1.6,1.92,2.44,0.7,88,1,6.5,7.0,7.7,194,9.9,11677,56,3.4,3.08,2.56,4.3,2353.5760000000005
Pune,Viman Nagar,10401,47526,9.3,79,1.94,1.55,2.45,0.36,88,1,8.9,6.4,8.0,94,9.9,11599,156,3.06,3.45,2.55,4.64,2353.555
Delhi NCR,Noida Sec 62,10393,34820,6.6,78,1.85,2.77,0.43,0.61,99,1,8.6,6.9,6.5,98,6.199999999999999,11607,152,3.15,2.23,4.57,4.39,2353.401
Delhi NCR,Noida Sec 18,10398,49164,7.7,67,1.82,3.05,2.8,1.19,78,1,7.2,6.5,5.9,87,7.3,11602,163,3.1799999999999997,1.9500000000000002,2.2,3.81,2353.246
Chennai,Velachery,10320,24615,6.5,200,2.61,2.75,1.63,0.73,72,1,9.5,9.1,8.3,205,6.8,11680,45,2.39,2.25,3.37,4.27,2353.017
Delhi NCR,Noida Sec 62,10322,23808,5.7,177,1.33,3.27,0.63,0.29,90,1,8.2,8.8,6.6,197,5.3,11678,53,3.67,1.73,4.37,4.71,2352.947
Mumbai,Malad West,10350,44720,8.8,156,3.22,3.34,2.57,0.74,100,1,7.1,9.1,5.5,161,9.0,11650,89,1.7799999999999998,1.6600000000000001,2.43,4.26,2352.5445
Chennai,Perungudi,10376,19288,9.1,131,1.33,2.52,1.44,0.85,110,1,7.8,9.4,7.1,136,9.4,11624,114,3.67,2.48,3.56,4.15,2352.404
Mumbai,Navi Mumbai Vashi,10419,35735,7.4,67,2.55,2.57,1.73,0.53,77,1,6.8,7.0,8.3,72,7.6000000000000005,11581,178,2.45,2.43,3.27,4.47,2352.2180000000003
Mumbai,Thane West,10373,38671,5.8,129,2.83,1.74,2.65,0.83,100,1,7.7,8.7,7.9,134,6.0,11627,116,2.17,3.26,2.35,4.17,2352.1675
Mumbai,Navi Mumbai Vashi,10415,23844,7.8,78,1.56,1.45,0.69,0.62,72,1,6.4,8.1,8.4,83,8.0,11585,167,3.44,3.55,4.3100000000000005,4.38,2352.127
Bengaluru,HSR Layout,10324,60993,8.3,195,2.59,1.61,1.67,0.93,93,1,8.1,6.1,8.4,203,8.8,11676,47,2.41,3.3899999999999997,3.33,4.07,2352.0800000000004
Mumbai,Goregaon East,10327,43814,6.1,190,1.39,1.38,1.9,0.42,84,1,7.8,7.9,5.9,195,6.3,11673,55,3.6100000000000003,3.62,3.1,4.58,2352.0615
