City,Area,Avg_Price_per_sqft,Avg_Rent,Safety_Score,Pollution_Index,Hospital_Distance_km,School_Distance_km,Metro_Distance_km,Grocery_Distance_km,Internet_Speed_Mbps,Power_Backup,Water_Availability_Score,Lifestyle_Score,Green_Space_Score
Pune,Kharadi,13978,46883,6.3,140,2.56,1.1,1.81,0.57,66,1,8.4,8.2,8.6
Hyderabad,Secunderabad,10006,19444,7.1,97,1.44,2.71,0.33,0.51,72,1,9.1,6.1,6.4
Delhi NCR,Greater Noida,11720,56896,8.4,109,1.42,1.42,1.1,0.67,95,1,6.0,8.6,6.2
Pune,Hadapsar,7831,34031,5.9,137,2.01,2.3,2.53,0.79,70,1,7.4,6.7,8.8
Mumbai,Andheri East,18853,22229,6.6,78,3.13,1.44,0.4,0.64,78,1,6.5,7.6,8.2
Chennai,Adyar,9207,40660,8.8,98,2.54,1.13,2.25,0.94,98,1,7.5,6.1,5.6
Chennai,Guindy,14166,46200,7.2,118,2.64,2.49,1.08,0.45,97,1,9.5,7.6,5.7
Bengaluru,JP Nagar,11294,34942,7.9,197,1.9,2.51,1.96,0.73,67,1,8.1,7.5,7.8
Bengaluru,Yelahanka,8450,30403,6.5,91,1.61,2.9,0.98,0.88,98,1,8.6,7.8,8.9
Delhi NCR,Dwarka Sec 12,16577,20265,6.1,204,1.34,3.09,1.76,0.31,85,1,7.2,9.4,7.2
Pune,Nigdi,5599,59771,8.0,201,1.81,3.0,1.94,0.52,113,1,8.2,6.6,7.7
Mumbai,Goregaon East,15331,37860,9.2,71,2.55,1.29,1.17,0.85,83,1,6.3,9.4,7.3
Bengaluru,Electronic City,15214,43275,6.7,99,2.7,2.75,0.37,0.97,115,1,7.7,7.9,7.5
Delhi NCR,Gurgaon DLF Phase 3,14739,33591,8.3,210,2.3,2.91,2.05,1.16,79,1,6.8,7.5,7.0
Pune,Hadapsar,7314,54294,5.8,173,2.18,2.63,1.05,0.81,90,1,6.1,9.0,7.5
Mumbai,Borivali West,17639,48012,7.8,85,2.62,1.24,1.2,1.18,88,1,7.8,9.2,5.9
Chennai,Guindy,13539,52246,8.9,60,1.02,1.87,1.93,0.43,66,1,8.9,8.6,6.1
Hyderabad,Begumpet,10404,62326,6.6,216,3.47,2.0,0.76,1.14,91,1,8.3,6.6,6.1
Pune,Aundh,18666,35516,8.3,154,3.26,3.38,1.38,0.71,95,1,7.0,8.0,9.0
Chennai,Adyar,15758,23803,8.6,202,2.68,1.79,1.27,0.61,66,1,6.8,6.5,9.0
Delhi NCR,Ghaziabad,6197,35445,7.8,187,1.5,1.5,0.76,0.86,101,1,8.7,8.4,7.9
Chennai,T Nagar,7812,26496,6.4,75,1.98,1.04,0.36,0.47,99,1,7.4,9.1,9.1
Mumbai,Andheri East,8565,42003,6.8,202,3.12,3.2,1.52,0.73,79,1,8.6,8.1,5.8
Delhi NCR,Faridabad,14378,45287,7.2,135,2.35,3.1,2.86,0.63,101,1,8.3,7.3,9.0
Hyderabad,Banjara Hills,9070,64088,6.5,86,1.17,2.75,2.37,0.63,74,1,8.1,7.0,5.6
Pune,Viman Nagar,10790,20879,6.1,89,1.08,1.83,2.18,0.46,119,1,9.1,7.6,7.2
Delhi NCR,Dwarka Sec 12,10112,42046,6.5,90,1.22,3.39,1.66,1.2,71,1,6.8,9.0,8.8
Pune,Kharadi,10136,60008,5.5,159,3.18,3.4,0.9,1.04,107,1,9.3,6.2,9.1
Delhi NCR,Gurgaon DLF Phase 3,7496,51842,6.6,102,1.21,1.57,2.63,0.52,113,1,9.2,8.1,8.5
Hyderabad,Kondapur,12691,20224,6.1,98,1.87,2.78,2.25,0.76,94,1,8.4,6.5,9.3
Pune,Nigdi,15548,52768,7.0,173,3.48,1.11,2.87,0.27,65,1,8.0,7.9,8.5
Pune,Hadapsar,12413,52328,5.8,118,2.88,1.67,2.19,0.86,69,1,7.7,6.8,9.4
Delhi NCR,South Delhi,12651,40292,6.0,144,2.72,2.43,0.82,0.96,69,1,7.8,7.8,6.4
Bengaluru,Hebbal,15347,53876,6.4,91,3.25,3.0,2.66,0.81,104,1,7.7,7.2,8.3
Pune,Baner,19799,36636,9.3,185,2.82,3.16,1.65,0.43,103,1,7.1,8.5,6.3
Hyderabad,Kukatpally,16502,32390,5.7,218,1.51,1.05,1.11,0.43,83,1,9.0,6.6,5.9
Pune,Aundh,10763,53305,7.8,171,2.32,2.17,1.87,1.08,71,1,8.7,6.5,7.2
Delhi NCR,Faridabad,18154,25280,9.2,119,1.2,1.9,2.95,0.99,81,1,7.5,6.1,6.5
Pune,Baner,11679,41251,6.3,190,3.43,2.29,2.35,0.53,116,1,7.0,8.3,7.1
Mumbai,Borivali West,8729,38761,7.5,165,2.59,1.46,2.63,0.56,80,1,7.1,6.6,8.5
Chennai,Anna Nagar,15562,48015,5.9,119,3.09,1.33,0.72,0.81,86,1,8.1,8.5,6.7
Mumbai,Kandivali West,19471,55848,8.9,188,1.24,2.49,2.79,0.83,81,1,8.7,6.5,8.4
Bengaluru,Electronic City,15129,52339,7.3,68,1.59,2.81,2.04,0.6,74,1,6.7,7.6,7.0
Pune,Viman Nagar,8766,27592,8.0,100,1.45,1.17,0.63,0.8,76,1,7.5,8.1,6.7
Pune,Viman Nagar,11645,63262,7.9,213,2.14,2.16,0.34,0.52,104,1,9.2,7.0,6.2
Chennai,OMR,6254,50345,6.1,152,2.63,1.79,2.55,0.41,114,1,8.4,8.6,6.1
Delhi NCR,Dwarka Sec 12,13828,63228,6.9,148,1.46,3.49,2.89,0.3,82,1,7.2,6.5,9.0
Chennai,Perungudi,16197,28948,8.0,163,3.37,1.51,0.42,0.64,106,1,7.6,9.0,8.6
Delhi NCR,Faridabad,14683,54194,5.5,152,3.29,2.11,2.66,0.77,80,1,7.6,8.3,5.6
Pune,Hadapsar,14062,25177,7.3,174,1.87,2.09,0.75,0.36,103,1,6.1,8.9,6.2
Delhi NCR,South Delhi,17840,29008,7.4,89,1.46,2.19,0.41,0.22,98,1,9.4,8.9,9.0
Hyderabad,Gachibowli,14870,56044,5.7,187,1.81,2.46,1.94,0.77,75,1,6.1,7.2,8.2
Pune,Kothrud,8174,53219,7.1,94,3.13,1.62,1.4,0.48,116,1,6.2,9.0,7.1
Chennai,Sholinganallur,12123,63520,8.9,76,2.57,2.05,1.04,0.26,99,1,9.5,6.5,8.6
Bengaluru,JP Nagar,7482,41023,8.8,89,1.17,2.98,1.58,0.49,103,1,7.8,6.9,9.1
Pune,Wakad,7145,60389,7.9,110,2.53,2.92,0.81,0.94,95,1,9.5,7.4,5.6
Mumbai,Andheri West,17938,63963,5.8,103,2.96,1.21,0.79,0.29,90,1,6.3,6.3,6.6
Bengaluru,Whitefield,15854,33101,6.1,123,1.74,1.42,0.78,0.69,105,1,8.7,8.6,6.9
Bengaluru,Yelahanka,7061,39831,8.4,115,1.67,2.34,2.13,0.57,100,1,8.4,9.2,9.3
Chennai,T Nagar,14431,44414,5.6,114,2.43,1.95,0.34,0.53,78,1,7.8,8.3,7.0
Pune,Wakad,8824,28144,9.0,197,2.92,2.78,0.96,0.79,101,1,8.1,7.9,8.2
Chennai,OMR,15048,36254,6.2,209,2.53,1.37,1.93,0.94,69,1,6.7,8.7,6.8
Hyderabad,Gachibowli,18070,51797,8.9,196,1.66,1.93,2.05,0.9,101,1,6.7,8.8,5.9
Pune,Hinjewadi,7729,53237,6.4,130,1.52,3.25,1.17,1.01,106,1,8.0,8.5,8.6
Bengaluru,BTM Layout,14820,33269,7.6,209,2.89,1.13,1.63,1.05,117,1,7.5,7.9,6.9
Pune,Wakad,16011,37288,8.3,180,2.38,3.03,1.31,0.45,80,1,6.7,6.6,7.7
Mumbai,Bandra East,12669,62532,8.0,147,3.43,1.81,1.0,1.19,73,1,7.8,7.9,8.3
Delhi NCR,Noida Sec 18,17341,61352,7.7,208,3.01,2.48,0.93,0.53,113,1,7.6,7.8,8.6
Hyderabad,Begumpet,6627,31355,6.0,77,2.11,3.47,0.78,0.55,96,1,6.1,6.9,7.8
Delhi NCR,Noida Sec 18,11843,34934,9.1,218,2.58,3.39,2.48,0.42,74,1,6.8,6.1,8.9
Delhi NCR,Saket,15021,27177,9.3,146,1.94,1.29,1.11,0.89,93,1,8.9,9.1,9.3
Hyderabad,HITEC City,19136,56879,9.3,74,3.15,2.05,2.82,0.94,98,1,6.4,7.7,7.4
Bengaluru,JP Nagar,17737,23528,9.1,106,1.65,3.12,2.37,0.35,73,1,7.4,8.7,7.6
Chennai,T Nagar,6403,56220,7.0,124,2.0,3.48,2.78,0.98,110,1,7.1,6.9,7.6
Pune,Kothrud,5685,63952,7.2,86,2.28,1.96,2.58,0.5,93,1,6.8,6.7,8.3
Mumbai,Navi Mumbai Vashi,12951,29316,6.3,138,2.58,2.1,1.81,0.34,80,1,8.1,8.7,8.8
Hyderabad,Miyapur,10597,47729,8.1,186,3.41,1.55,1.76,0.22,102,1,9.2,7.4,7.3
Chennai,Anna Nagar,11885,64555,6.9,157,2.39,2.37,2.7,1.1,80,1,8.5,7.4,6.4
Chennai,Porur,19766,21013,6.9,205,1.63,1.16,2.61,0.79,88,1,8.6,8.5,7.6
Pune,Kothrud,15077,46219,8.5,123,1.18,2.63,1.51,0.53,114,1,8.2,8.1,5.8
Delhi NCR,Rohini Sec 15,12557,30625,8.3,109,3.1,1.29,1.94,0.8,99,1,7.4,8.1,9.2
Delhi NCR,Greater Noida,18111,20008,6.4,67,2.09,1.17,1.01,1.09,98,1,7.4,8.6,5.5
Delhi NCR,Faridabad,17077,28965,8.5,113,1.72,2.71,2.51,0.61,76,1,8.0,8.0,8.1
Chennai,Velachery,10067,23534,8.4,112,1.55,1.74,1.02,1.05,93,1,8.3,9.1,8.8
Bengaluru,Marathahalli,13071,48467,5.7,162,2.81,1.76,2.87,0.97,98,1,7.2,7.3,7.8
Delhi NCR,Gurgaon DLF Phase 3,10894,22703,7.5,148,3.48,1.72,1.33,0.42,115,1,9.1,7.5,9.3
Delhi NCR,Rohini Sec 15,12157,41631,8.0,183,2.52,1.43,2.69,0.77,65,1,9.3,8.1,6.6
Mumbai,Thane West,15692,26480,6.3,114,1.56,1.56,1.06,0.24,109,1,6.3,9.4,7.0
Bengaluru,Marathahalli,5678,43025,7.1,159,2.28,2.49,1.43,0.59,87,1,6.4,9.2,9.3
Pune,Kharadi,9050,41920,8.0,182,2.74,1.19,0.55,1.16,84,1,8.0,6.7,7.8
Chennai,T Nagar,8128,64598,8.8,162,2.74,2.26,2.94,1.14,116,1,8.1,6.2,8.7
Bengaluru,Whitefield,17113,30744,8.5,175,3.31,1.88,2.57,0.23,110,1,9.0,7.5,9.5
Hyderabad,Gachibowli,13155,58182,5.5,90,2.44,2.29,1.75,1.04,92,1,7.2,6.7,7.5
Chennai,Tambaram,12843,22041,7.6,120,3.16,3.32,2.44,0.63,65,1,6.9,8.5,8.9
Hyderabad,HITEC City,10518,62523,6.8,124,2.96,1.88,2.82,0.57,95,1,8.2,7.3,6.1
Bengaluru,Electronic City,17719,54293,5.7,62,1.16,1.07,2.73,0.24,96,1,8.9,9.1,5.8
Hyderabad,Jubilee Hills,17600,38628,8.2,144,2.93,2.76,1.24,0.95,93,1,8.2,9.3,5.9
Pune,Baner,8420,23909,9.3,202,3.47,1.61,1.49,1.08,94,1,8.1,7.3,9.2
Hyderabad,Secunderabad,17459,34125,8.5,186,2.23,2.12,2.65,0.37,110,1,8.4,9.1,7.5
Chennai,Adyar,16120,26963,8.7,199,1.55,1.71,2.1,0.66,104,1,8.5,6.6,9.3
Mumbai,Thane West,14973,55305,8.1,176,2.17,2.25,1.1,0.25,92,1,9.1,8.5,8.0
Bengaluru,Yelahanka,11784,49913,9.5,77,2.22,3.11,0.57,0.88,107,1,9.4,7.3,7.5
Mumbai,Bandra East,11561,22240,6.9,92,1.61,2.36,0.47,0.53,94,1,8.9,9.2,6.3
Chennai,Guindy,12386,20284,8.8,203,1.97,2.63,2.65,0.58,115,1,9.3,8.2,7.5
Bengaluru,Rajajinagar,13064,57120,7.7,137,2.81,2.41,2.19,0.84,91,1,6.1,8.4,6.5
Chennai,Adyar,7542,51812,7.5,116,2.25,3.04,2.15,0.23,70,1,9.3,9.4,5.9
Hyderabad,Kondapur,9879,61003,6.1,174,3.31,2.38,2.42,0.54,62,1,9.0,7.3,7.5
Bengaluru,Whitefield,6056,38184,7.6,119,1.46,2.6,0.56,0.96,79,1,8.4,6.3,9.0
Chennai,OMR,13709,31159,7.3,174,2.18,1.36,1.03,0.27,72,1,6.9,8.3,8.4
Pune,Hinjewadi,11774,34093,6.9,118,2.33,1.91,1.07,0.79,97,1,9.2,9.3,8.1
Pune,Hadapsar,11313,46990,5.6,137,1.72,1.42,0.89,0.85,65,1,7.3,6.3,8.9
Delhi NCR,Greater Noida,6569,51265,8.7,144,1.58,2.89,1.71,0.85,78,1,8.6,6.6,7.7
Hyderabad,Begumpet,7257,41774,5.9,180,1.85,2.92,1.2,0.69,82,1,6.7,6.8,6.5
Mumbai,Thane West,15672,25111,7.8,79,2.15,3.1,1.82,0.8,81,1,6.4,8.2,6.6
Bengaluru,Whitefield,10773,36482,6.5,81,3.14,1.24,0.31,0.89,99,1,8.9,9.4,7.7
Pune,Viman Nagar,13371,58269,9.2,130,2.63,2.94,2.7,0.96,98,1,6.7,7.1,6.2
Delhi NCR,Rohini Sec 15,8272,62805,7.3,147,1.86,2.07,1.97,0.41,92,1,7.9,8.9,6.5
Pune,Baner,15056,58407,7.1,85,3.09,1.69,1.51,0.89,66,1,6.8,9.4,9.4
Bengaluru,Indiranagar,7154,56816,5.8,94,1.78,2.78,1.53,0.89,90,1,8.2,7.1,5.5
Mumbai,Kandivali West,12848,56801,6.2,155,2.03,2.92,2.25,1.15,85,1,6.7,6.8,5.9
Pune,Pimple Saudagar,8131,57925,6.2,193,1.96,2.95,2.31,0.99,76,1,6.9,8.2,8.0
Delhi NCR,Dwarka Sec 12,12392,32944,6.3,183,1.59,3.2,0.8,0.82,60,1,8.3,8.4,6.5
Delhi NCR,Noida Sec 62,5926,19527,9.1,107,3.14,2.89,2.58,0.42,107,1,9.0,9.2,8.2
Hyderabad,Manikonda,18005,59742,7.9,68,2.03,2.76,2.6,1.11,110,1,7.1,8.3,5.9
Delhi NCR,Faridabad,16938,55436,6.3,147,3.43,2.88,2.37,0.73,118,1,6.6,8.6,8.0
Bengaluru,Marathahalli,12916,61689,6.7,76,2.93,3.35,1.77,0.88,74,1,7.2,9.0,7.1
Mumbai,Andheri West,10696,20085,8.7,207,2.23,3.17,2.24,0.38,66,1,7.9,8.9,8.9
Hyderabad,Begumpet,13745,43728,7.2,181,2.69,2.69,0.33,1.02,110,1,8.3,8.1,6.2
Mumbai,Thane West,15582,44387,6.2,155,1.55,1.28,1.14,0.78,67,1,6.9,6.1,6.0
Mumbai,Thane West,5569,22780,5.9,188,2.17,2.64,2.89,0.47,77,1,8.2,9.1,8.9
Hyderabad,Banjara Hills,12499,22898,7.3,153,3.43,2.9,1.17,0.85,111,1,6.4,9.1,8.8
Hyderabad,Miyapur,13831,61162,9.0,113,1.05,3.45,2.63,0.82,86,1,6.2,8.9,9.1
Chennai,T Nagar,7286,30863,8.1,113,2.8,3.39,2.66,0.37,72,1,8.3,8.9,6.2
Chennai,OMR,7203,29444,6.0,103,2.23,1.22,0.96,0.44,101,1,8.7,7.6,6.4
Chennai,Tambaram,15265,47278,5.9,166,3.2,1.08,2.69,0.71,114,1,9.0,8.7,6.7
Chennai,Porur,14880,37551,6.1,198,2.77,2.31,0.46,0.69,77,1,8.5,8.6,6.5
Chennai,Adyar,15344,50777,8.5,130,1.28,2.23,2.77,0.86,80,1,9.3,8.0,7.1
Hyderabad,Begumpet,14617,45040,6.8,82,2.36,1.47,2.42,0.76,81,1,9.2,9.3,8.8
Chennai,Velachery,13140,34515,9.5,174,3.34,2.49,2.33,1.06,113,1,8.9,6.1,6.7
Pune,Aundh,16094,48446,8.6,142,3.01,2.13,2.66,0.43,86,1,6.8,8.7,7.5
Chennai,Tambaram,11670,45682,8.1,111,1.45,3.48,1.03,1.19,95,1,8.1,9.0,5.5
Hyderabad,Kukatpally,11535,34564,9.0,157,1.93,1.86,0.92,0.24,96,1,6.8,9.1,9.3
Pune,Kharadi,16956,37016,9.5,159,2.86,1.16,1.3,0.31,69,1,8.8,8.5,9.2
Pune,Kharadi,18603,37498,7.7,124,1.41,1.32,1.48,0.27,111,1,9.2,6.9,7.4
Chennai,Tambaram,14329,47129,8.4,118,1.86,2.25,0.89,0.36,110,1,6.0,9.3,9.0
Delhi NCR,Ghaziabad,15430,48340,9.1,175,1.31,3.11,1.03,1.11,78,1,7.9,7.8,7.5
Mumbai,Andheri West,15940,37791,8.4,110,3.12,3.04,1.54,0.89,76,1,6.8,7.7,6.9
Mumbai,Thane West,14169,52722,6.6,140,2.22,2.09,2.77,0.91,80,1,9.0,8.3,5.9
Chennai,Adyar,13429,45461,8.4,65,1.57,3.44,1.07,0.25,102,1,9.0,8.8,7.8
Mumbai,Malad West,8313,25753,8.9,177,2.37,1.09,0.79,1.1,90,1,7.5,9.0,8.8
Delhi NCR,Dwarka Sec 12,13265,20524,8.8,173,1.11,2.63,2.27,0.3,109,1,8.6,7.2,8.0
Mumbai,Navi Mumbai Vashi,8342,45247,9.3,184,3.04,2.03,0.58,0.36,96,1,8.6,6.1,7.1
Mumbai,Andheri East,18054,29798,7.7,189,2.6,1.89,0.94,0.42,106,1,6.6,9.2,7.5
Mumbai,Malad West,9652,51461,6.2,127,1.84,2.53,1.22,0.66,62,1,7.5,8.9,9.3
Bengaluru,Electronic City,8687,19998,5.5,154,2.84,1.25,2.84,1.07,72,1,9.4,8.4,7.1
Delhi NCR,Noida Sec 18,19988,46992,9.1,81,1.89,2.67,2.71,0.27,104,1,7.6,8.5,7.2
Bengaluru,Marathahalli,19801,59371,5.8,103,2.87,3.37,0.77,0.92,108,1,9.2,6.4,8.2
Delhi NCR,Faridabad,15025,57001,8.3,68,3.31,1.75,0.89,0.73,60,1,8.4,7.8,6.1
Hyderabad,Banjara Hills,14278,34745,6.0,120,1.58,1.86,0.63,0.3,94,1,9.2,7.4,5.9
Chennai,Adyar,9492,61569,8.6,130,1.09,2.62,0.46,0.63,76,1,7.0,6.5,5.9
Delhi NCR,Gurgaon DLF Phase 3,10270,18688,6.9,113,1.67,1.67,2.11,0.93,114,1,6.5,8.6,8.4
Bengaluru,HSR Layout,17410,46372,8.2,107,2.55,2.04,2.88,0.83,109,1,8.5,8.9,8.7
Delhi NCR,Greater Noida,6566,27768,6.4,117,1.77,1.02,1.3,0.36,77,1,7.5,8.5,6.7
Hyderabad,Secunderabad,7631,24127,5.6,141,1.44,2.33,1.13,0.66,87,1,6.5,7.2,7.0
Bengaluru,Whitefield,18297,45755,5.5,156,2.05,1.79,1.01,0.82,109,1,7.5,6.5,8.9
Hyderabad,Miyapur,8843,39408,8.1,104,2.24,3.03,2.81,0.76,70,1,7.4,8.3,6.9
Mumbai,Andheri West,19508,43104,8.4,99,1.96,3.02,1.64,1.1,76,1,9.4,7.4,7.2
Delhi NCR,Saket,11620,45792,7.1,164,2.24,2.97,0.65,1.06,76,1,8.2,6.3,6.6
Mumbai,Thane West,8914,24276,9.1,162,1.35,1.34,1.24,1.0,108,1,8.0,8.2,8.6
Delhi NCR,Rohini Sec 15,9812,30858,6.1,137,2.33,1.98,1.55,0.55,80,1,8.3,8.8,6.0
Chennai,Porur,8651,25059,7.6,204,1.94,1.5,0.61,0.44,67,1,9.0,9.2,5.6
Mumbai,Thane West,10919,36986,7.5,138,2.36,2.71,1.29,0.41,60,1,6.5,6.1,7.4
Chennai,Velachery,19830,40579,9.4,174,1.52,2.56,0.6,0.68,116,1,7.8,6.2,6.1
Bengaluru,Marathahalli,19838,22866,9.2,102,2.02,2.34,2.35,1.04,79,1,7.0,7.7,6.9
Pune,Wakad,7590,45827,8.8,166,3.1,1.35,2.27,0.65,106,1,8.8,7.4,5.7
Pune,Baner,10311,60057,6.1,118,1.23,1.67,0.43,0.27,61,1,8.7,6.6,7.0
Hyderabad,Kukatpally,17621,37619,6.8,175,3.24,2.33,1.52,1.14,111,1,8.1,7.9,6.3
Pune,Viman Nagar,8818,20933,7.7,199,2.78,3.27,0.31,0.76,100,1,6.8,6.3,9.3
Bengaluru,Marathahalli,6855,19194,7.9,133,1.65,1.87,1.56,0.7,115,1,7.3,8.1,6.0
Bengaluru,Electronic City,6193,57120,9.2,119,1.48,2.83,2.02,0.97,71,1,7.8,6.5,8.5
Chennai,Adyar,11236,59090,7.2,137,3.08,2.62,0.56,1.2,110,1,9.4,8.6,7.5
Chennai,Porur,14288,61441,8.2,183,2.7,2.16,0.32,0.27,108,1,7.0,9.5,8.6
Pune,Hinjewadi,15022,62189,5.5,203,3.14,2.98,1.2,1.06,106,1,6.4,7.9,8.3
Pune,Kharadi,17376,33675,5.7,77,1.8,2.73,2.78,1.06,112,1,8.7,6.0,8.5
Hyderabad,Manikonda,9134,40042,7.3,183,1.02,2.25,1.27,1.18,109,1,8.1,9.4,8.9
Chennai,Guindy,13556,50769,6.2,99,1.33,3.18,1.81,0.55,71,1,6.2,7.0,7.0
Pune,Wakad,8942,58888,7.9,79,3.17,1.53,0.48,0.45,103,1,7.1,8.9,6.7
Hyderabad,Gachibowli,8359,23043,7.9,148,1.29,1.44,1.96,0.35,76,1,6.8,9.2,6.2
Mumbai,Thane West,6142,32976,7.5,109,1.1,3.06,2.41,0.48,81,1,7.0,6.6,7.4
Delhi NCR,Ghaziabad,6826,64887,7.7,157,1.44,2.83,0.79,0.32,85,1,8.2,8.2,8.8
Chennai,Anna Nagar,17670,51837,7.2,172,2.9,2.6,1.27,0.63,107,1,8.7,8.1,7.9
Pune,Wakad,17175,62445,6.1,101,1.1,2.26,0.92,0.53,82,1,9.4,8.1,9.1
Delhi NCR,Greater Noida,16467,23498,8.6,77,3.06,1.3,2.46,1.12,81,1,8.5,6.5,8.1
Hyderabad,Miyapur,9592,41416,8.5,183,2.61,1.53,1.9,0.66,82,1,7.0,7.1,8.0
Delhi NCR,Saket,9078,33633,5.6,125,1.33,1.03,2.38,1.1,89,1,9.0,6.0,6.6
Hyderabad,HITEC City,6429,25963,6.0,68,1.38,1.11,1.66,0.94,74,1,9.1,8.6,8.4
Delhi NCR,Dwarka Sec 12,6476,43536,9.2,119,2.37,2.15,1.37,0.94,96,1,6.2,6.8,7.1
Bengaluru,BTM Layout,12345,42435,7.6,87,2.91,2.85,0.68,1.03,97,1,7.9,7.1,8.8
Chennai,Adyar,9899,37178,5.6,213,2.34,1.31,1.3,0.29,98,1,6.1,6.8,7.3
Delhi NCR,Faridabad,7154,51565,7.6,84,1.05,1.26,0.92,0.91,83,1,8.9,9.5,7.5
Mumbai,Navi Mumbai Vashi,12936,31502,9.3,76,3.29,1.25,1.69,0.2,91,1,9.0,9.0,7.5
Bengaluru,Electronic City,14611,48287,8.8,133,3.09,2.69,2.97,1.02,72,1,7.7,8.6,9.4
Delhi NCR,Faridabad,7627,46163,9.4,185,2.41,1.2,1.44,0.85,103,1,8.9,8.8,9.1
Delhi NCR,South Delhi,6243,39663,5.6,110,3.48,3.24,0.9,1.1,107,1,8.0,8.5,8.4
Bengaluru,Electronic City,16847,58570,7.9,131,1.58,3.09,2.78,0.91,66,1,9.0,9.0,6.4
Delhi NCR,Gurgaon DLF Phase 3,12867,36463,7.5,196,3.32,2.16,2.91,0.75,61,1,8.2,6.2,8.6
Hyderabad,HITEC City,12506,38259,7.7,154,2.39,1.72,2.95,0.95,84,1,7.5,6.4,7.7
Delhi NCR,Dwarka Sec 12,6365,54407,6.5,198,2.81,1.7,2.78,1.15,79,1,7.0,7.3,8.6
Hyderabad,Manikonda,17427,29876,8.0,106,2.56,2.48,2.49,0.3,74,1,7.2,6.5,8.4
Bengaluru,Electronic City,14831,48673,7.0,165,2.85,1.34,2.06,0.26,109,1,7.4,8.7,9.1
Delhi NCR,Noida Sec 18,18314,18375,6.6,210,3.41,3.0,1.77,0.98,118,1,9.0,6.4,6.4
Bengaluru,Whitefield,9015,38446,9.1,118,3.04,1.34,2.68,1.17,71,1,8.5,6.6,8.9
Hyderabad,Kukatpally,17841,57353,6.6,115,3.45,1.63,1.86,0.95,115,1,8.7,6.1,8.0
Pune,Viman Nagar,8509,26163,8.9,100,2.45,1.92,1.17,1.09,88,1,7.7,7.8,8.8
Mumbai,Malad West,13359,18370,7.9,183,1.22,2.0,0.51,1.03,85,1,9.4,7.4,8.3
Bengaluru,HSR Layout,19020,18210,7.0,76,1.34,1.89,0.85,1.09,109,1,7.5,8.3,8.0
Delhi NCR,Noida Sec 62,13643,31465,6.8,129,1.12,1.32,1.84,1.18,62,1,6.4,7.5,8.1
Bengaluru,Rajajinagar,6176,20772,6.8,115,1.78,3.15,0.43,0.55,111,1,8.5,9.0,7.2
Chennai,Tambaram,16893,36070,6.4,198,3.24,2.61,1.36,0.81,82,1,6.1,6.3,5.9
Pune,Kharadi,16552,54958,7.8,82,3.5,2.25,2.34,0.49,64,1,8.0,9.4,8.4
Chennai,T Nagar,6050,28643,5.8,155,2.62,3.06,0.72,0.91,64,1,7.8,6.2,7.3
Mumbai,Kandivali West,17829,60723,6.0,191,2.56,1.39,2.0,0.94,61,1,7.0,7.2,8.6
Delhi NCR,South Delhi,11049,28626,7.7,79,2.45,3.02,2.72,0.61,79,1,7.4,6.7,9.0
Delhi NCR,Rohini Sec 15,19731,35616,9.3,94,3.35,3.11,1.44,0.36,110,1,9.1,7.6,6.1
Bengaluru,Hebbal,13741,21694,9.0,94,2.83,2.43,0.49,0.38,105,1,8.1,6.3,6.3
Mumbai,Malad West,6222,45406,6.5,79,1.83,2.2,0.38,0.37,94,1,8.1,7.3,8.5
Hyderabad,Gachibowli,13855,59361,8.2,128,1.75,1.66,1.21,0.51,63,1,9.1,8.9,9.4
Pune,Aundh,12774,52657,5.6,182,3.28,1.68,0.45,0.44,88,1,6.3,7.6,6.3
Mumbai,Goregaon East,15848,19778,9.4,78,3.21,1.37,0.79,1.08,85,1,7.6,9.0,5.9
Delhi NCR,Rohini Sec 15,9702,23788,6.3,77,3.14,2.09,1.22,0.66,88,1,8.1,7.0,8.8
Hyderabad,Manikonda,17028,26312,5.6,218,1.39,1.86,1.44,0.9,80,1,8.8,8.8,9.2
Pune,Aundh,13684,51169,5.6,76,2.62,2.16,2.35,0.28,118,1,8.1,8.7,6.5
Chennai,OMR,18374,59822,6.5,79,3.18,2.01,1.31,0.84,77,1,6.4,8.9,9.1
Hyderabad,Banjara Hills,19754,40252,7.9,122,1.33,2.09,2.13,0.65,116,1,7.7,7.6,6.9
Hyderabad,Secunderabad,16210,22917,6.9,83,1.8,2.28,2.06,1.15,119,1,8.7,7.1,8.5
Chennai,Velachery,11046,25648,6.5,93,2.08,1.13,2.15,0.95,82,1,7.7,7.9,8.8
Bengaluru,Electronic City,19956,60797,6.3,210,2.69,1.24,2.41,0.81,80,1,7.4,7.4,6.6
Bengaluru,Indiranagar,8929,41656,5.8,129,2.94,2.24,2.91,0.37,97,1,8.7,7.0,8.9
Mumbai,Kandivali West,13112,19526,8.9,180,1.84,1.15,0.75,0.97,111,1,9.1,9.4,9.4
Chennai,Tambaram,13948,50229,7.2,190,2.95,1.51,2.35,0.83,97,1,7.1,7.4,6.6
Pune,Hinjewadi,7439,64241,6.3,126,2.05,1.02,0.72,1.13,110,1,7.6,8.0,6.4
Hyderabad,Secunderabad,18046,19997,9.2,173,3.29,2.54,1.11,0.88,114,1,8.6,8.6,5.6
Bengaluru,Hebbal,6897,31293,7.1,124,1.31,3.1,0.89,1.04,96,1,6.6,8.3,8.6
